,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
987,Toshiba,Tecra A40-C-1DF,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.95kg,1180
990,Lenovo,ThinkPad T460,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.70kg,1002
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.2kg,1195
997,Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.3kg,649
998,Toshiba,Tecra A40-C-1KF,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.75kg,915
1007,Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.3kg,1349
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.2kg,1195
1019,HP,EliteBook 840,Notebook,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.48kg,1099.99
1021,HP,EliteBook 1040,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.43kg,1449
1027,HP,EliteBook 840,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.54kg,1887.21
1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.5kg,1210
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.47kg,1490
1033,HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.43kg,2229
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.08kg,795.99
1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.2kg,1590
1038,Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.09kg,1046.44
1047,HP,Probook 640,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.95kg,1195
1048,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.84kg,1228.99
1049,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.26kg,1349
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.47kg,1725
1052,Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,2.09kg,1062.95
1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,847
1057,Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.3kg,1049.6
1058,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.54kg,1000
1059,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.84kg,2103.34
1060,HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.43kg,1469
1064,Lenovo,ThinkPad X1,Notebook,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.1kg,2620
1069,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.31kg,705.15
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.62kg,798.01
1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.06kg,481.98
1086,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.31kg,1199
1087,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.26kg,1199
1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.3kg,1713.49
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.1kg,540
1094,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,2.31kg,940
1100,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.54kg,1030.99
1102,Lenovo,ThinkPad T460,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.7kg,1199
1106,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,No OS,1.86kg,345.99
1109,HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,2.4kg,1599
1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.5kg,1135.15
1116,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.5kg,1166.97
1120,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.5kg,1413.1
1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.1kg,867
1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.1kg,429
1128,HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.16kg,1969
1132,Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.25kg,1029
1136,HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.16kg,1690
1137,HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.43kg,1513
1138,Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Linux,2.09kg,523.63
1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,1669
1142,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.26kg,1895
1155,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.88kg,2171.72
1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.8kg,2440
1160,HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.48kg,1629
1162,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.48kg,1799
1164,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.26kg,2296.95
1166,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.88kg,1579
1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.27kg,2339
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,No OS,1.9kg,339
1175,Lenovo,ThinkPad T460s,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.4kg,2299
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.48kg,2041
1178,Lenovo,ThinkPad T460,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.7kg,1499
1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.2kg,459
1182,HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,No OS,2.1kg,476.99
1188,HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.96kg,679
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,No OS,2.1kg,398
1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1.0TB Hybrid,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,2.32kg,825
1197,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.07kg,650
1198,Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.36kg,1637
1206,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Linux,1.23kg,1099
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.1kg,478
1275,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.29kg,490
1238,Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,2.3kg,1529
1241,Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.26kg,1713.37
1245,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Linux,2.18kg,521.86
1248,Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.3kg,1650
1254,HP,EliteBook 840,Ultrabook,14,2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.54kg,2198.19
1255,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,2.24kg,737
1259,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.45kg,1280
1260,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Linux,2.4kg,361.8
1262,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 7,1.54kg,1099.99
1271,Lenovo,ThinkPad L460,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.9kg,1072
1278,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,833.01
1288,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,638
1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.3kg,1499
1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,638
1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.3kg,1499
1316,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.8kg,638
1317,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel Iris Xe Graphics G7 96EU  DirectX 12.00,Windows 10,1.3kg,1499
481,Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,Intel UHD Graphics 10th Gen Mobile  DirectX 12.00,Windows 10,2.06kg,1299
803,Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel UHD Graphics 620  DirectX 12.00,Mac OS X,0.920kg,1165
1211,Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel UHD Graphics 620  DirectX 12.00,Mac OS X,0.920kg,1163
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 630  DirectX 12.00,Windows 10,1.3kg,1199
2,Apple,Macbook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,Intel UHD Graphics 750 (11th gen desktop)  DirectX 12.00,macOS,1.34kg,898.94
8,Apple,Macbook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,Intel UHD Graphics 750 (11th gen desktop)  DirectX 12.00,macOS,1.34kg,1158.7
27,Apple,MacBook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.6GHz,8GB,128GB Flash Storage,Intel UHD Graphics 750 (11th gen desktop)  DirectX 12.00,Mac OS X,1.35kg,1099
35,Apple,MacBook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.6GHz,8GB,256GB Flash Storage,Intel UHD Graphics 750 (11th gen desktop)  DirectX 12.00,Mac OS X,1.35kg,998
1252,Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel UHD Graphics 750 (11th gen desktop)  DirectX 12.00,Mac OS X,1.08kg,959
15,Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M m3 1.2GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,macOS,0.92kg,1262.4
83,Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core i5 1.3GHz,8GB,512GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,macOS,0.92kg,1510
192,Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.12kg,989
444,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Chrome OS,1.1kg,2199
464,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10 S,1.252kg,989
479,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Chrome OS,1.1kg,1275
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.39kg,603
771,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Chrome OS,1.1kg,1559
912,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8GB,512GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.24kg,2013.1
914,Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.22kg,1649
970,Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.24kg,1899
984,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.22kg,1899
1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.2kg,1149
1267,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel UHD Graphics 770 (12th gen desktop)  DirectX 12.00,Windows 10,1.24kg,1813
3,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce GTX 750  DirectX 12.00,No OS,1.86kg,575
11,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce GTX 750  DirectX 12.00,No OS,1.86kg,393.9
25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,1.91kg,659
37,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,NVIDIA GeForce GTX 750  DirectX 12.00,Linux,2.1kg,367
39,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,1.86kg,488.69
55,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,2.4kg,384
58,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,2kg,586.19
63,Lenovo,IdeaPad 520S-14IKB,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,8GB,256GB SSD,NVIDIA GeForce GTX 750  DirectX 12.00,No OS,1.7kg,599
66,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,1.86kg,690
70,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce GTX 750  DirectX 12.00,Windows 10,1.9kg,549
